customer_id,name,email,age,gender,tenure_months,monthly_charges,total_charges,num_complaints,churned
347,John Rose DVM,williamjoyce@example.org,65,Male,33,89.6,2784.38,7,0
348,Stephanie Evans,hbooth@example.net,49,Female,17,56.35,1448.39,6,1
349,Keith Thornton,andrewalvarado@example.com,52,Male,58,112.44,2789.2,1,1
350,Mark Lozano,amberroberts@example.net,66,Female,13,42.25,1104.03,0,0
351,Patricia Owens,jamiegonzalez@example.org,22,Male,46,121.15,3032.45,10,0
352,Antonio Park,alyssa87@example.org,47,Male,20,96.92,4622.62,9,0
353,Kathy Johnson,smithjames@example.net,38,Male,51,82.25,1429.49,4,1
354,Sarah Grant,scottjohnson@example.org,18,Male,39,33.45,1946.15,10,0
355,Brenda Combs,fieldselizabeth@example.com,58,Female,40,24.02,3776.86,3,0
356,Kyle Castillo,probinson@example.net,50,Male,27,123.0,2261.75,2,1
357,Donna James,elizabeth45@example.com,61,Female,18,96.65,4056.87,1,0
358,Jennifer Heath,christophernorris@example.net,62,Male,33,100.72,1050.94,8,1
359,Daniel Gross,dhobbs@example.com,30,Male,24,62.26,1300.71,3,1
360,Nichole Jackson,briancruz@example.org,44,Female,49,110.11,1703.17,3,1
361,Timothy Ross,robert75@example.org,54,Female,7,93.55,4652.12,3,1
362,Lindsay Kirk,andrewcarpenter@example.net,35,Female,58,112.72,996.59,6,1
363,Jason Hart,xchandler@example.net,58,Female,53,113.71,3738.35,9,1
364,Ashley Stevens,haysmichael@example.net,22,Female,14,118.23,2883.13,10,1
365,James Hodges,christine19@example.com,21,Male,30,26.09,3702.31,9,1
366,Cody Mann,frankjohnson@example.org,60,Female,39,52.24,4200.35,8,1
367,Corey Moody,keith62@example.net,62,Male,5,109.0,1362.2,4,1
368,Patricia Carlson,garciaeric@example.com,47,Male,3,138.86,1061.33,8,1
369,Mia Klein,jenniferwilliams@example.com,57,Female,29,129.27,4993.87,1,0
370,Stephen Christensen,rhuffman@example.com,24,Female,7,122.21,3118.93,6,0
371,Sonya Kennedy,rodney21@example.net,54,Female,33,143.88,1497.29,10,0
372,Chloe Noble,raybradley@example.com,20,Male,45,43.99,4103.62,8,1
373,Ralph Butler,ericnoble@example.com,54,Female,12,118.94,4576.69,2,0
374,Mariah Steele,josephmoore@example.org,49,Male,27,83.1,1906.28,1,0
375,Elizabeth Hess,vbailey@example.net,38,Female,14,71.32,1145.04,10,0
376,Hayden Davis,laura02@example.net,21,Female,25,120.55,4458.04,9,0
377,Eduardo Liu,aprilpeterson@example.com,55,Female,25,72.69,3043.55,4,1
378,Derrick Byrd,wallacejacqueline@example.net,30,Male,41,136.92,482.88,5,0
379,George Jones,nathan82@example.net,31,Male,48,141.11,2582.5,2,0
380,Lisa Gregory,chodge@example.org,66,Female,4,90.94,3320.92,5,0
381,Shaun Reid,holderpatrick@example.org,43,Male,23,101.99,3379.17,10,0
382,Maurice Contreras,frankbrown@example.net,70,Male,24,82.16,2019.21,8,1
383,Barbara Jones,wsmith@example.net,22,Female,30,145.56,1900.05,1,0
384,Erik Jensen,skinnermark@example.org,53,Male,18,124.93,3222.61,0,0
385,Daniel Ryan,colemanchris@example.com,65,Male,31,75.4,3580.7,6,1
386,Kimberly Meyers,caleb61@example.org,22,Male,16,42.2,3785.89,3,1
387,James Johnson,luisneal@example.com,30,Female,54,81.57,2502.67,5,0
388,Brandon Haynes,hughescharles@example.net,18,Male,32,33.69,2822.64,1,0
389,Melanie Davis,jilllynch@example.com,27,Female,34,142.79,3013.7,2,1
390,Jennifer Anderson MD,harry46@example.net,63,Male,15,80.62,3478.94,4,0
391,Robert Moore,helenalvarez@example.org,68,Male,58,107.3,657.65,2,1
392,Michael Paul,ysmith@example.net,36,Female,24,102.03,2915.31,9,1
393,Bryan Hall,phyllis99@example.org,66,Male,29,140.58,3600.61,8,0
394,Alexis Carlson,sandersjorge@example.net,67,Male,27,41.86,3723.02,7,0
395,Kayla Cruz,moralesbryan@example.org,36,Female,55,136.2,1476.61,10,1
396,April Matthews,charlesgregory@example.org,56,Female,31,127.12,2765.13,7,0
397,Chad Barry,hbrown@example.org,21,Female,21,96.18,2596.44,9,0
398,Destiny Roberts,wthomas@example.org,49,Female,4,98.96,2382.11,1,1
399,Tony Lucas,williamskimberly@example.net,40,Male,55,100.72,4360.98,0,0
400,Tina Morris PhD,savannahhenderson@example.net,28,Male,6,73.55,2854.64,9,0
401,Caroline Colon,michaelbeltran@example.com,31,Female,29,61.77,846.91,2,1
402,Mary Hinton,smithsamantha@example.org,24,Female,15,69.65,3059.32,10,0
403,Amanda Armstrong,alexis36@example.org,37,Female,9,34.31,3895.87,2,1
404,Joseph Taylor,hmiller@example.org,51,Male,56,68.0,4815.02,4,1
405,Nicole Bautista,stacyturner@example.net,54,Male,36,31.94,2303.74,1,0
406,Lisa Allen,sethsanchez@example.com,67,Male,46,132.26,296.94,8,1
407,Lisa Morales,rmendoza@example.com,59,Female,20,64.52,4851.55,8,0
408,Edward Lawrence,estesmichael@example.org,36,Male,22,30.73,2267.27,9,0
409,Melanie Barker,ronald11@example.com,46,Female,25,52.91,1530.59,5,1
410,Victoria Watkins,kelly21@example.org,52,Female,53,143.6,4495.96,2,1
411,William Porter DDS,saustin@example.org,50,Male,44,67.7,4010.76,4,0
412,Kristie Kennedy,spencerpamela@example.com,61,Male,37,111.08,3629.72,5,1
413,Carolyn Lewis,adamsmichelle@example.net,30,Male,40,55.2,1831.63,10,1
414,Mike Gregory,michellejohnson@example.org,45,Male,7,37.94,2092.96,3,1
415,Richard Perez,dawn29@example.org,39,Male,30,142.47,4525.39,0,1
416,Jody Nguyen,lwilliams@example.com,28,Male,2,116.94,1739.09,1,0
417,Andrew Bell,pray@example.net,21,Female,59,90.53,3190.32,3,1
418,Brendan Contreras,kevinjohnson@example.org,29,Male,27,149.04,449.28,6,1
419,Robert Rodriguez,lloydjason@example.net,40,Male,13,42.93,876.44,9,1
420,Jonathan Hernandez,john93@example.com,20,Female,47,40.69,477.49,2,1
421,Cynthia Warren,michelle78@example.org,26,Male,5,114.83,3637.61,9,0
422,Margaret Krause,john96@example.org,27,Male,10,35.17,1691.56,8,0
423,Karen Smith,kgeorge@example.com,33,Male,49,49.4,538.32,3,1
424,Nicole Alexander,susanevans@example.net,68,Female,4,23.02,403.77,2,0
425,Leslie Booker,william91@example.com,56,Male,50,122.29,4109.16,8,1
426,Eric Cummings,williamkline@example.net,19,Male,60,133.14,4171.52,8,0
427,David Mitchell,gregorychavez@example.net,47,Male,7,114.0,584.35,6,0
428,Jesse Hernandez,scott15@example.com,27,Female,22,44.39,3787.74,6,0
429,Taylor Duran,alexandermeyer@example.net,19,Male,8,146.18,2017.21,7,1
430,Brandon Parker,martinsarah@example.net,26,Male,26,75.9,1421.55,1,1
431,Jessica Green,whitekrista@example.com,58,Female,8,46.25,4529.77,3,1
432,Kyle Powell,phillipsmark@example.org,41,Female,59,52.44,768.3,4,0
433,Nicholas Jefferson,gibsonanthony@example.net,70,Female,55,67.86,3821.61,9,0
434,Kimberly Robertson,christopherromero@example.org,33,Male,27,108.87,4175.16,7,1
435,Caleb Brown DVM,garciahector@example.org,68,Female,55,76.75,4580.23,7,0
436,Rodney Franklin,jessicaberg@example.com,61,Male,33,38.72,1349.0,8,1
437,Rebecca Brown,barneswendy@example.com,31,Female,54,94.28,2634.54,3,1
438,Linda Johnson,timothymccoy@example.com,55,Female,44,53.22,135.67,9,0
439,Jacob Hill,emilyjohnson@example.org,21,Male,5,79.37,2299.56,0,0
440,Adam Mcgee,utaylor@example.org,52,Male,45,84.49,2322.95,5,1
441,Andrew Scott,russellevelyn@example.net,50,Male,9,42.58,1095.43,10,1
442,Kevin Hunt,santosdaniel@example.net,40,Female,7,25.98,2675.17,1,0
443,Mary Carroll,rachel99@example.com,65,Female,37,87.43,4075.6,1,0
444,Kaitlyn Diaz,audrey19@example.org,51,Female,7,70.52,3970.99,9,0
445,Julia Weiss,rosswilliam@example.net,55,Female,11,125.94,1700.73,3,1
446,Carl Gomez,james69@example.com,67,Male,27,97.71,2360.63,7,1
447,Jeremiah Burke,hullwilliam@example.org,57,Male,25,145.05,2997.47,0,0
448,Paul Villegas,kennethbuckley@example.org,66,Female,10,147.51,2267.63,2,0
449,Lindsey Johnson,toddharris@example.org,60,Male,24,123.26,3499.32,0,0
450,Jose Arroyo,duanethomas@example.net,70,Male,24,73.94,473.66,6,1
451,John Thomas,jensenjeremiah@example.org,65,Female,24,33.74,1943.68,1,1
452,Joshua Bond,cobbkimberly@example.com,42,Female,9,134.88,2854.12,5,0
453,Bradley Lara,ethanbecker@example.net,57,Female,48,85.34,4172.37,0,0
454,Tyler Reid,aaronkent@example.org,64,Male,58,148.83,2956.39,1,1
455,Brittany Gould,bradleyjamie@example.net,32,Male,53,98.27,3185.31,4,1
456,Catherine Carlson,cisnerosvictoria@example.com,44,Male,22,21.41,2054.4,7,0
457,Brittany Lewis,toddbishop@example.com,48,Male,34,61.66,1516.28,5,0
458,Kerry Thomas,sheilacosta@example.org,41,Female,23,147.09,420.53,0,1
459,Carlos Fletcher,michelleflores@example.net,68,Male,8,80.63,3944.09,4,0
460,Cory Daniels MD,mejiabrandon@example.com,53,Male,10,66.15,2019.46,7,1
461,Sharon Collins,vgraham@example.net,21,Male,2,78.95,1222.68,6,1
462,Peter Clayton,michael78@example.org,39,Male,54,123.37,3392.51,9,0
463,Patricia Trevino,elizabeth18@example.com,50,Male,41,34.2,3225.34,3,0
464,Timothy Sanchez,silvadeborah@example.com,65,Female,18,42.81,4933.11,2,1
465,Crystal Anderson,tiffany96@example.org,49,Male,45,70.04,3718.8,5,1
466,Bailey Ross,wilsonlaura@example.net,42,Female,59,65.1,2197.36,7,0
467,Brooke Ortiz,masonryan@example.net,68,Male,59,94.28,3877.91,8,0
468,Monica Gutierrez,garnermarcus@example.net,50,Male,23,105.66,1245.62,8,0
469,Corey Allen,normannathaniel@example.org,28,Male,15,31.87,2918.07,10,1
470,Kyle Anderson,michaelanderson@example.org,70,Male,30,81.08,1381.65,4,1
471,Brian Walls,wallacekelly@example.org,36,Female,45,23.34,4846.36,2,0
472,Lauren Clark,spencerbenjamin@example.org,44,Female,19,93.19,115.71,0,0
473,Stephanie Summers,stonetimothy@example.com,63,Female,18,63.57,2990.75,10,1
474,Molly Williams,sampsonstephen@example.com,32,Male,27,54.26,2423.92,5,0
475,Aaron Branch,moralesspencer@example.org,46,Female,18,114.39,1990.01,6,1
476,Jennifer Rodriguez,jennifer66@example.org,60,Female,13,40.48,4610.64,3,0
477,Melissa Ochoa,brandon91@example.com,33,Female,44,23.08,1645.85,8,1
478,Michael Glover,brendan20@example.net,66,Female,3,67.7,366.34,5,0
479,Matthew Robinson,terry18@example.net,30,Female,14,110.95,771.5,1,1
480,Kimberly Luna,paul76@example.com,49,Male,60,104.95,828.94,5,1
481,William Randolph,jennifer33@example.com,21,Female,51,64.23,3713.36,9,1
482,Daniel Maddox,ydickson@example.org,38,Male,7,91.68,1149.05,0,1
483,Daniel Aguilar,stephaniewallace@example.com,41,Female,6,35.96,3059.7,10,0
484,Allison Carter,uharris@example.org,39,Female,48,43.49,4213.96,5,0
485,Nancy Miranda,lopezchelsea@example.com,30,Female,21,50.56,2255.85,6,1
486,Ann Duran,frosttony@example.org,43,Female,7,76.51,980.59,5,1
487,James Harris,walkercole@example.net,24,Male,23,142.58,476.51,5,1
488,Robert Gonzalez,erica96@example.com,44,Female,24,119.49,1207.55,4,1
489,April Duke,patrickhernandez@example.com,56,Female,18,143.25,4178.03,10,0
490,Sherry Smith,sherry15@example.org,67,Male,37,101.86,4682.43,5,1
491,Donna Stephens,jim97@example.com,68,Female,10,95.88,1094.65,9,0
492,Taylor Miller,marie50@example.net,56,Female,9,45.22,2473.07,5,0
493,Michael Liu,stephanie50@example.org,39,Female,19,73.84,2306.09,1,0
494,Sean Armstrong,harrismelissa@example.org,38,Male,51,112.13,2807.47,7,0
495,Ruth Grant,alexandrajones@example.net,57,Male,29,22.5,3214.56,1,0
496,Frank Vasquez,fred72@example.com,70,Female,12,20.56,3378.37,9,1
497,Stephanie Owens,janicebruce@example.com,26,Female,21,33.04,1198.69,3,1
498,Christopher Barrera,smithjack@example.org,19,Female,52,130.88,3744.3,10,1
499,Jessica Allen,erika63@example.net,57,Male,1,43.36,2116.33,10,0
500,Allison Wilson,richardselizabeth@example.net,54,Female,51,25.43,2167.94,10,1
